Line;Time;Floating Point Input 1;Floating Point Input 2;Floating Point Input 3;Floating Point Input 4;Floating Point Input 5;
1;0;0;0;1;-1;0;
2;0.01;0;0;1;-1;0;
3;0.02;0.0627905;0.313953;1.06279;-0.937209;-0.0627905;
4;0.03;0.125333;0.626666;1.12533;-0.874667;-0.125333;
5;0.04;0.187381;0.936907;1.18738;-0.812619;-0.187381;
6;0.05;0.24869;1.24345;1.24869;-0.75131;-0.24869;
7;0.06;0.309017;1.54508;1.30902;-0.690983;-0.309017;
8;0.07;0.368125;1.84062;1.36812;-0.631875;-0.368125;
9;0.08;0.425779;2.1289;1.42578;-0.574221;-0.425779;
10;0.09;0.481754;2.40877;1.48175;-0.518246;-0.481754;
11;0.1;0.535827;2.67913;1.53583;-0.464173;-0.535827;
12;0.11;0.587785;2.93893;1.58779;-0.412215;-0.587785;
13;0.12;0.637424;3.18712;1.63742;-0.362576;-0.637424;
14;0.13;0.684547;3.42274;1.68455;-0.315453;-0.684547;
15;0.14;0.728969;3.64484;1.72897;-0.271031;-0.728969;
16;0.15;0.770513;3.85257;1.77051;-0.229487;-0.770513;
17;0.16;0.809017;4.04508;1.80902;-0.190983;-0.809017;
18;0.17;0.844328;4.22164;1.84433;-0.155672;-0.844328;
19;0.18;0.876307;4.38153;1.87631;-0.123693;-0.876307;
20;0.19;0.904827;4.52414;1.90483;-0.0951729;-0.904827;
21;0.2;0.929776;4.64888;1.92978;-0.0702235;-0.929776;
22;0.21;0.951057;4.75528;1.95106;-0.0489435;-0.951057;
23;0.22;0.968583;4.84292;1.96858;-0.0314168;-0.968583;
24;0.23;0.982287;4.91144;1.98229;-0.0177127;-0.982287;
25;0.24;0.992115;4.96057;1.99211;-0.0078853;-0.992115;
26;0.25;0.998027;4.99013;1.99803;-0.00197327;-0.998027;
27;0.26;1;5;2;0;-1;
28;0.27;0.998027;4.99013;1.99803;-0.00197327;-0.998027;
29;0.28;0.992115;4.96057;1.99211;-0.0078853;-0.992115;
30;0.29;0.982287;4.91144;1.98229;-0.0177127;-0.982287;
31;0.3;0.968583;4.84292;1.96858;-0.0314168;-0.968583;
32;0.31;0.951057;4.75528;1.95106;-0.0489435;-0.951057;
33;0.32;0.929776;4.64888;1.92978;-0.0702235;-0.929776;
34;0.33;0.904827;4.52414;1.90483;-0.0951729;-0.904827;
35;0.34;0.876307;4.38153;1.87631;-0.123693;-0.876307;
36;0.35;0.844328;4.22164;1.84433;-0.155672;-0.844328;
37;0.36;0.809017;4.04508;1.80902;-0.190983;-0.809017;
38;0.37;0.770513;3.85257;1.77051;-0.229487;-0.770513;
39;0.38;0.728969;3.64484;1.72897;-0.271031;-0.728969;
40;0.39;0.684547;3.42274;1.68455;-0.315453;-0.684547;
41;0.4;0.637424;3.18712;1.63742;-0.362576;-0.637424;
42;0.41;0.587785;2.93893;1.58779;-0.412215;-0.587785;
43;0.42;0.535827;2.67913;1.53583;-0.464173;-0.535827;
44;0.43;0.481754;2.40877;1.48175;-0.518246;-0.481754;
45;0.44;0.425779;2.1289;1.42578;-0.574221;-0.425779;
46;0.45;0.368125;1.84062;1.36812;-0.631875;-0.368125;
47;0.46;0.309017;1.54508;1.30902;-0.690983;-0.309017;
48;0.47;0.24869;1.24345;1.24869;-0.75131;-0.24869;
49;0.48;0.187381;0.936907;1.18738;-0.812619;-0.187381;
50;0.49;0.125333;0.626666;1.12533;-0.874667;-0.125333;
51;0.5;0.0627905;0.313953;1.06279;-0.937209;-0.0627905;
52;0.51;1.22461e-16;6.12303e-16;1;-1;-1.22461e-16;
