Line;Time;Floating Point Input 1;Floating Point Input 2;Floating Point Input 3;Floating Point Input 4;Floating Point Input 5;
171;1.7;0.24;1.2;1.24;-0.76;-0.24;
172;1.71;0.2;1;1.2;-0.8;-0.2;
173;1.72;0.16;0.8;1.16;-0.84;-0.16;
174;1.73;0.12;0.6;1.12;-0.88;-0.12;
175;1.74;0.08;0.4;1.08;-0.92;-0.08;
176;1.75;0.04;0.2;1.04;-0.96;-0.04;
177;1.76;0;0;1;-1;0;
178;1.77;-0.04;-0.2;0.96;-1.04;0.04;
179;1.78;-0.08;-0.4;0.92;-1.08;0.08;
180;1.79;-0.12;-0.6;0.88;-1.12;0.12;
181;1.8;-0.16;-0.8;0.84;-1.16;0.16;
182;1.81;-0.2;-1;0.8;-1.2;0.2;
183;1.82;-0.24;-1.2;0.76;-1.24;0.24;
184;1.83;-0.28;-1.4;0.72;-1.28;0.28;
185;1.84;-0.32;-1.6;0.68;-1.32;0.32;
186;1.85;-0.36;-1.8;0.64;-1.36;0.36;
187;1.86;-0.4;-2;0.6;-1.4;0.4;
188;1.87;-0.44;-2.2;0.56;-1.44;0.44;
189;1.88;-0.48;-2.4;0.52;-1.48;0.48;
190;1.89;-0.52;-2.6;0.48;-1.52;0.52;
191;1.9;-0.56;-2.8;0.44;-1.56;0.56;
192;1.91;-0.6;-3;0.4;-1.6;0.6;
193;1.92;-0.64;-3.2;0.36;-1.64;0.64;
194;1.93;-0.68;-3.4;0.32;-1.68;0.68;
195;1.94;-0.72;-3.6;0.28;-1.72;0.72;
196;1.95;-0.76;-3.8;0.24;-1.76;0.76;
197;1.96;-0.8;-4;0.2;-1.8;0.8;
198;1.97;-0.84;-4.2;0.16;-1.84;0.84;
199;1.98;-0.88;-4.4;0.12;-1.88;0.88;
200;1.99;-0.92;-4.6;0.08;-1.92;0.92;
201;2;-0.96;-4.8;0.04;-1.96;0.96;
202;2.01;-1;-5;0;-2;1;
