Line;Time;Floating Point Input 1;Floating Point Input 2;Floating Point Input 3;Floating Point Input 4;Floating Point Input 5;
1;0;0;0;0;0;0;
2;0.01;0;0;0;0;0;
3;0.02;0.0627905;0.0314108;0.012566;0.125333;0.587785;
4;0.03;0.125333;0.0627905;0.0251301;0.24869;0.951057;
5;0.04;0.187381;0.0941083;0.0376902;0.368125;0.951057;
6;0.05;0.24869;0.125333;0.0502443;0.481754;0.587785;
7;0.06;0.309017;0.156434;0.0627905;0.587785;1.22461e-16;
8;0.07;0.368125;0.187381;0.0753268;0.684547;-0.587785;
9;0.08;0.425779;0.218143;0.0878512;0.770513;-0.951057;
10;0.09;0.481754;0.24869;0.100362;0.844328;-0.951057;
11;0.1;0.535827;0.278991;0.112856;0.904827;-0.587785;
12;0.11;0.587785;0.309017;0.125333;0.951057;0;
13;0.12;0.637424;0.338738;0.13779;0.982287;0.587785;
14;0.13;0.684547;0.368125;0.150226;0.998027;0.951057;
15;0.14;0.728969;0.397148;0.162637;0.998027;0.951057;
16;0.15;0.770513;0.425779;0.175023;0.982287;0.587785;
17;0.16;0.809017;0.45399;0.187381;0.951057;1.22461e-16;
18;0.17;0.844328;0.481754;0.19971;0.904827;-0.587785;
19;0.18;0.876307;0.509041;0.212007;0.844328;-0.951057;
20;0.19;0.904827;0.535827;0.224271;0.770513;-0.951057;
21;0.2;0.929776;0.562083;0.236499;0.684547;-0.587785;
22;0.21;0.951057;0.587785;0.24869;0.587785;0;
23;0.22;0.968583;0.612907;0.260842;0.481754;0.587785;
24;0.23;0.982287;0.637424;0.272952;0.368125;0.951057;
25;0.24;0.992115;0.661312;0.285019;0.24869;0.951057;
26;0.25;0.998027;0.684547;0.297042;0.125333;0.587785;
27;0.26;1;0.707107;0.309017;1.22461e-16;1.22461e-16;
28;0.27;0.998027;0.728969;0.320944;-0.125333;-0.587785;
29;0.28;0.992115;0.750111;0.33282;-0.24869;-0.951057;
30;0.29;0.982287;0.770513;0.344643;-0.368125;-0.951057;
31;0.3;0.968583;0.790155;0.356412;-0.481754;-0.587785;
32;0.31;0.951057;0.809017;0.368125;-0.587785;0;
33;0.32;0.929776;0.827081;0.379779;-0.684547;0.587785;
34;0.33;0.904827;0.844328;0.391374;-0.770513;0.951057;
35;0.34;0.876307;0.860742;0.402906;-0.844328;0.951057;
36;0.35;0.844328;0.876307;0.414376;-0.904827;0.587785;
37;0.36;0.809017;0.891007;0.425779;-0.951057;1.22461e-16;
38;0.37;0.770513;0.904827;0.437116;-0.982287;-0.587785;
39;0.38;0.728969;0.917755;0.448383;-0.998027;-0.951057;
40;0.39;0.684547;0.929776;0.45958;-0.998027;-0.951057;
41;0.4;0.637424;0.940881;0.470704;-0.982287;-0.587785;
42;0.41;0.587785;0.951057;0.481754;-0.951057;0;
43;0.42;0.535827;0.960294;0.492727;-0.904827;0.587785;
44;0.43;0.481754;0.968583;0.503623;-0.844328;0.951057;
45;0.44;0.425779;0.975917;0.51444;-0.770513;0.951057;
46;0.45;0.368125;0.982287;0.525175;-0.684547;0.587785;
47;0.46;0.309017;0.987688;0.535827;-0.587785;1.22461e-16;
48;0.47;0.24869;0.992115;0.546394;-0.481754;-0.587785;
49;0.48;0.187381;0.995562;0.556876;-0.368125;-0.951057;
50;0.49;0.125333;0.998027;0.567269;-0.24869;-0.951057;
51;0.5;0.0627905;0.999507;0.577573;-0.125333;-0.587785;
52;0.51;1.22461e-16;1;0.587785;0;0;
53;0.52;-0.0627905;0.999507;0.597905;0.125333;0.587785;
54;0.53;-0.125333;0.998027;0.60793;0.24869;0.951057;
55;0.54;-0.187381;0.995562;0.61786;0.368125;0.951057;
56;0.55;-0.24869;0.992115;0.627691;0.481754;0.587785;
57;0.56;-0.309017;0.987688;0.637424;0.587785;1.22461e-16;
58;0.57;-0.368125;0.982287;0.647056;0.684547;-0.587785;
59;0.58;-0.425779;0.975917;0.656586;0.770513;-0.951057;
60;0.59;-0.481754;0.968583;0.666012;0.844328;-0.951057;
61;0.6;-0.535827;0.960294;0.675333;0.904827;-0.587785;
62;0.61;-0.587785;0.951057;0.684547;0.951057;0;
63;0.62;-0.637424;0.940881;0.693653;0.982287;0.587785;
64;0.63;-0.684547;0.929776;0.70265;0.998027;0.951057;
65;0.64;-0.728969;0.917755;0.711536;0.998027;0.951057;
66;0.65;-0.770513;0.904827;0.720309;0.982287;0.587785;
67;0.66;-0.809017;0.891007;0.728969;0.951057;1.22461e-16;
68;0.67;-0.844328;0.876307;0.737513;0.904827;-0.587785;
69;0.68;-0.876307;0.860742;0.745941;0.844328;-0.951057;
70;0.69;-0.904827;0.844328;0.754251;0.770513;-0.951057;
71;0.7;-0.929776;0.827081;0.762443;0.684547;-0.587785;
72;0.71;-0.951057;0.809017;0.770513;0.587785;0;
73;0.72;-0.968583;0.790155;0.778462;0.481754;0.587785;
74;0.73;-0.982287;0.770513;0.786288;0.368125;0.951057;
75;0.74;-0.992115;0.750111;0.79399;0.24869;0.951057;
76;0.75;-0.998027;0.728969;0.801567;0.125333;0.587785;
77;0.76;-1;0.707107;0.809017;1.22461e-16;1.22461e-16;
78;0.77;-0.998027;0.684547;0.816339;-0.125333;-0.587785;
79;0.78;-0.992115;0.661312;0.823533;-0.24869;-0.951057;
80;0.79;-0.982287;0.637424;0.830596;-0.368125;-0.951057;
81;0.8;-0.968583;0.612907;0.837528;-0.481754;-0.587785;
82;0.81;-0.951057;0.587785;0.844328;-0.587785;0;
83;0.82;-0.929776;0.562083;0.850994;-0.684547;0.587785;
84;0.83;-0.904827;0.535827;0.857527;-0.770513;0.951057;
85;0.84;-0.876307;0.509041;0.863923;-0.844328;0.951057;
86;0.85;-0.844328;0.481754;0.870184;-0.904827;0.587785;
87;0.86;-0.809017;0.45399;0.876307;-0.951057;1.22461e-16;
88;0.87;-0.770513;0.425779;0.882291;-0.982287;-0.587785;
89;0.88;-0.728969;0.397148;0.888136;-0.998027;-0.951057;
90;0.89;-0.684547;0.368125;0.893841;-0.998027;-0.951057;
91;0.9;-0.637424;0.338738;0.899405;-0.982287;-0.587785;
92;0.91;-0.587785;0.309017;0.904827;-0.951057;0;
93;0.92;-0.535827;0.278991;0.910106;-0.904827;0.587785;
94;0.93;-0.481754;0.24869;0.915241;-0.844328;0.951057;
95;0.94;-0.425779;0.218143;0.920232;-0.770513;0.951057;
96;0.95;-0.368125;0.187381;0.925077;-0.684547;0.587785;
97;0.96;-0.309017;0.156434;0.929776;-0.587785;1.22461e-16;
98;0.97;-0.24869;0.125333;0.934329;-0.481754;-0.587785;
99;0.98;-0.187381;0.0941083;0.938734;-0.368125;-0.951057;
100;0.99;-0.125333;0.0627905;0.942991;-0.24869;-0.951057;
101;1;-0.0627905;0.0314108;0.947098;-0.125333;-0.587785;
102;1.01;0;1.22461e-16;0.951057;0;0;
103;1.02;0.0627905;-0.0314108;0.954865;0.125333;0.587785;
104;1.03;0.125333;-0.0627905;0.958522;0.24869;0.951057;
105;1.04;0.187381;-0.0941083;0.962028;0.368125;0.951057;
106;1.05;0.24869;-0.125333;0.965382;0.481754;0.587785;
107;1.06;0.309017;-0.156434;0.968583;0.587785;1.22461e-16;
108;1.07;0.368125;-0.187381;0.971632;0.684547;-0.587785;
109;1.08;0.425779;-0.218143;0.974527;0.770513;-0.951057;
110;1.09;0.481754;-0.24869;0.977268;0.844328;-0.951057;
111;1.1;0.535827;-0.278991;0.979855;0.904827;-0.587785;
112;1.11;0.587785;-0.309017;0.982287;0.951057;0;
113;1.12;0.637424;-0.338738;0.984564;0.982287;0.587785;
114;1.13;0.684547;-0.368125;0.986686;0.998027;0.951057;
115;1.14;0.728969;-0.397148;0.988652;0.998027;0.951057;
116;1.15;0.770513;-0.425779;0.990461;0.982287;0.587785;
117;1.16;0.809017;-0.45399;0.992115;0.951057;1.22461e-16;
118;1.17;0.844328;-0.481754;0.993611;0.904827;-0.587785;
119;1.18;0.876307;-0.509041;0.994951;0.844328;-0.951057;
120;1.19;0.904827;-0.535827;0.996134;0.770513;-0.951057;
121;1.2;0.929776;-0.562083;0.997159;0.684547;-0.587785;
122;1.21;0.951057;-0.587785;0.998027;0.587785;0;
123;1.22;0.968583;-0.612907;0.998737;0.481754;0.587785;
124;1.23;0.982287;-0.637424;0.999289;0.368125;0.951057;
125;1.24;0.992115;-0.661312;0.999684;0.24869;0.951057;
126;1.25;0.998027;-0.684547;0.999921;0.125333;0.587785;
127;1.26;1;-0.707107;1;1.22461e-16;1.22461e-16;
128;1.27;0.998027;-0.728969;0.999921;-0.125333;-0.587785;
129;1.28;0.992115;-0.750111;0.999684;-0.24869;-0.951057;
130;1.29;0.982287;-0.770513;0.999289;-0.368125;-0.951057;
131;1.3;0.968583;-0.790155;0.998737;-0.481754;-0.587785;
132;1.31;0.951057;-0.809017;0.998027;-0.587785;0;
133;1.32;0.929776;-0.827081;0.997159;-0.684547;0.587785;
134;1.33;0.904827;-0.844328;0.996134;-0.770513;0.951057;
135;1.34;0.876307;-0.860742;0.994951;-0.844328;0.951057;
136;1.35;0.844328;-0.876307;0.993611;-0.904827;0.587785;
137;1.36;0.809017;-0.891007;0.992115;-0.951057;1.22461e-16;
138;1.37;0.770513;-0.904827;0.990461;-0.982287;-0.587785;
139;1.38;0.728969;-0.917755;0.988652;-0.998027;-0.951057;
140;1.39;0.684547;-0.929776;0.986686;-0.998027;-0.951057;
141;1.4;0.637424;-0.940881;0.984564;-0.982287;-0.587785;
142;1.41;0.587785;-0.951057;0.982287;-0.951057;0;
143;1.42;0.535827;-0.960294;0.979855;-0.904827;0.587785;
144;1.43;0.481754;-0.968583;0.977268;-0.844328;0.951057;
145;1.44;0.425779;-0.975917;0.974527;-0.770513;0.951057;
146;1.45;0.368125;-0.982287;0.971632;-0.684547;0.587785;
147;1.46;0.309017;-0.987688;0.968583;-0.587785;1.22461e-16;
148;1.47;0.24869;-0.992115;0.965382;-0.481754;-0.587785;
149;1.48;0.187381;-0.995562;0.962028;-0.368125;-0.951057;
150;1.49;0.125333;-0.998027;0.958522;-0.24869;-0.951057;
151;1.5;0.0627905;-0.999507;0.954865;-0.125333;-0.587785;
152;1.51;1.22461e-16;-1;0.951057;0;0;
153;1.52;-0.0627905;-0.999507;0.947098;0.125333;0.587785;
154;1.53;-0.125333;-0.998027;0.942991;0.24869;0.951057;
155;1.54;-0.187381;-0.995562;0.938734;0.368125;0.951057;
156;1.55;-0.24869;-0.992115;0.934329;0.481754;0.587785;
157;1.56;-0.309017;-0.987688;0.929776;0.587785;1.22461e-16;
158;1.57;-0.368125;-0.982287;0.925077;0.684547;-0.587785;
159;1.58;-0.425779;-0.975917;0.920232;0.770513;-0.951057;
160;1.59;-0.481754;-0.968583;0.915241;0.844328;-0.951057;
161;1.6;-0.535827;-0.960294;0.910106;0.904827;-0.587785;
162;1.61;-0.587785;-0.951057;0.904827;0.951057;0;
163;1.62;-0.637424;-0.940881;0.899405;0.982287;0.587785;
164;1.63;-0.684547;-0.929776;0.893841;0.998027;0.951057;
165;1.64;-0.728969;-0.917755;0.888136;0.998027;0.951057;
166;1.65;-0.770513;-0.904827;0.882291;0.982287;0.587785;
167;1.66;-0.809017;-0.891007;0.876307;0.951057;1.22461e-16;
168;1.67;-0.844328;-0.876307;0.870184;0.904827;-0.587785;
169;1.68;-0.876307;-0.860742;0.863923;0.844328;-0.951057;
170;1.69;-0.904827;-0.844328;0.857527;0.770513;-0.951057;
171;1.7;-0.929776;-0.827081;0.850994;0.684547;-0.587785;
172;1.71;-0.951057;-0.809017;0.844328;0.587785;0;
173;1.72;-0.968583;-0.790155;0.837528;0.481754;0.587785;
174;1.73;-0.982287;-0.770513;0.830596;0.368125;0.951057;
175;1.74;-0.992115;-0.750111;0.823533;0.24869;0.951057;
176;1.75;-0.998027;-0.728969;0.816339;0.125333;0.587785;
177;1.76;-1;-0.707107;0.809017;1.22461e-16;1.22461e-16;
178;1.77;-0.998027;-0.684547;0.801567;-0.125333;-0.587785;
179;1.78;-0.992115;-0.661312;0.79399;-0.24869;-0.951057;
180;1.79;-0.982287;-0.637424;0.786288;-0.368125;-0.951057;
181;1.8;-0.968583;-0.612907;0.778462;-0.481754;-0.587785;
182;1.81;-0.951057;-0.587785;0.770513;-0.587785;0;
183;1.82;-0.929776;-0.562083;0.762443;-0.684547;0.587785;
184;1.83;-0.904827;-0.535827;0.754251;-0.770513;0.951057;
185;1.84;-0.876307;-0.509041;0.745941;-0.844328;0.951057;
186;1.85;-0.844328;-0.481754;0.737513;-0.904827;0.587785;
187;1.86;-0.809017;-0.45399;0.728969;-0.951057;1.22461e-16;
188;1.87;-0.770513;-0.425779;0.720309;-0.982287;-0.587785;
189;1.88;-0.728969;-0.397148;0.711536;-0.998027;-0.951057;
190;1.89;-0.684547;-0.368125;0.70265;-0.998027;-0.951057;
191;1.9;-0.637424;-0.338738;0.693653;-0.982287;-0.587785;
192;1.91;-0.587785;-0.309017;0.684547;-0.951057;0;
193;1.92;-0.535827;-0.278991;0.675333;-0.904827;0.587785;
194;1.93;-0.481754;-0.24869;0.666012;-0.844328;0.951057;
195;1.94;-0.425779;-0.218143;0.656586;-0.770513;0.951057;
196;1.95;-0.368125;-0.187381;0.647056;-0.684547;0.587785;
197;1.96;-0.309017;-0.156434;0.637424;-0.587785;1.22461e-16;
198;1.97;-0.24869;-0.125333;0.627691;-0.481754;-0.587785;
199;1.98;-0.187381;-0.0941083;0.61786;-0.368125;-0.951057;
200;1.99;-0.125333;-0.0627905;0.60793;-0.24869;-0.951057;
201;2;-0.0627905;-0.0314108;0.597905;-0.125333;-0.587785;
202;2.01;0;0;0.587785;0;0;
