Line;Time;Floating Point Input 1;Floating Point Input 2;Floating Point Input 3;Floating Point Input 4;Floating Point Input 5;
48;0.047;0.285019;1.4251;1.28502;-0.714981;-0.285019;
49;0.048;0.291036;1.45518;1.29104;-0.708964;-0.291036;
50;0.049;0.297042;1.48521;1.29704;-0.702958;-0.297042;
51;0.05;0.303035;1.51518;1.30304;-0.696965;-0.303035;
52;0.051;0.309017;1.54508;1.30902;-0.690983;-0.309017;
53;0.052;0.314987;1.57493;1.31499;-0.685013;-0.314987;
54;0.053;0.320944;1.60472;1.32094;-0.679056;-0.320944;
55;0.054;0.326888;1.63444;1.32689;-0.673112;-0.326888;
56;0.055;0.33282;1.6641;1.33282;-0.66718;-0.33282;
57;0.056;0.338738;1.69369;1.33874;-0.661262;-0.338738;
58;0.057;0.344643;1.72321;1.34464;-0.655357;-0.344643;
59;0.058;0.350534;1.75267;1.35053;-0.649466;-0.350534;
60;0.059;0.356412;1.78206;1.35641;-0.643588;-0.356412;
61;0.06;0.362275;1.81138;1.36228;-0.637725;-0.362275;
62;0.061;0.368125;1.84062;1.36812;-0.631875;-0.368125;
63;0.062;0.373959;1.8698;1.37396;-0.626041;-0.373959;
64;0.063;0.379779;1.8989;1.37978;-0.620221;-0.379779;
65;0.064;0.385584;1.92792;1.38558;-0.614416;-0.385584;
66;0.065;0.391374;1.95687;1.39137;-0.608626;-0.391374;
67;0.066;0.397148;1.98574;1.39715;-0.602852;-0.397148;
68;0.067;0.402906;2.01453;1.40291;-0.597094;-0.402906;
69;0.068;0.408649;2.04325;1.40865;-0.591351;-0.408649;
70;0.069;0.414376;2.07188;1.41438;-0.585624;-0.414376;
71;0.07;0.420086;2.10043;1.42009;-0.579914;-0.420086;
72;0.071;0.425779;2.1289;1.42578;-0.574221;-0.425779;
73;0.072;0.431456;2.15728;1.43146;-0.568544;-0.431456;
74;0.073;0.437116;2.18558;1.43712;-0.562884;-0.437116;
75;0.074;0.442758;2.21379;1.44276;-0.557242;-0.442758;
76;0.075;0.448383;2.24192;1.44838;-0.551617;-0.448383;
77;0.076;0.45399;2.26995;1.45399;-0.54601;-0.45399;
78;0.077;0.45958;2.2979;1.45958;-0.54042;-0.45958;
79;0.078;0.465151;2.32576;1.46515;-0.534849;-0.465151;
80;0.079;0.470704;2.35352;1.4707;-0.529296;-0.470704;
81;0.08;0.476238;2.38119;1.47624;-0.523762;-0.476238;
82;0.081;0.481754;2.40877;1.48175;-0.518246;-0.481754;
83;0.082;0.48725;2.43625;1.48725;-0.51275;-0.48725;
84;0.083;0.492727;2.46364;1.49273;-0.507273;-0.492727;
85;0.084;0.498185;2.49093;1.49819;-0.501815;-0.498185;
86;0.085;0.503623;2.51812;1.50362;-0.496377;-0.503623;
87;0.086;0.509041;2.54521;1.50904;-0.490959;-0.509041;
88;0.087;0.51444;2.5722;1.51444;-0.48556;-0.51444;
89;0.088;0.519817;2.59909;1.51982;-0.480183;-0.519817;
90;0.089;0.525175;2.62587;1.52517;-0.474825;-0.525175;
91;0.09;0.530511;2.65256;1.53051;-0.469489;-0.530511;
92;0.091;0.535827;2.67913;1.53583;-0.464173;-0.535827;
93;0.092;0.541121;2.70561;1.54112;-0.458879;-0.541121;
94;0.093;0.546394;2.73197;1.54639;-0.453606;-0.546394;
95;0.094;0.551646;2.75823;1.55165;-0.448354;-0.551646;
96;0.095;0.556876;2.78438;1.55688;-0.443124;-0.556876;
97;0.096;0.562083;2.81042;1.56208;-0.437917;-0.562083;
98;0.097;0.567269;2.83634;1.56727;-0.432731;-0.567269;
99;0.098;0.572432;2.86216;1.57243;-0.427568;-0.572432;
100;0.099;0.577573;2.88786;1.57757;-0.422427;-0.577573;
101;0.1;0.58269;2.91345;1.58269;-0.41731;-0.58269;
102;0.101;0.587785;2.93893;1.58779;-0.412215;-0.587785;
103;0.102;0.592857;2.96428;1.59286;-0.407143;-0.592857;
104;0.103;0.597905;2.98952;1.5979;-0.402095;-0.597905;
105;0.104;0.60293;3.01465;1.60293;-0.39707;-0.60293;
106;0.105;0.60793;3.03965;1.60793;-0.39207;-0.60793;
107;0.106;0.612907;3.06454;1.61291;-0.387093;-0.612907;
108;0.107;0.61786;3.0893;1.61786;-0.38214;-0.61786;
109;0.108;0.622788;3.11394;1.62279;-0.377212;-0.622788;
110;0.109;0.627691;3.13846;1.62769;-0.372309;-0.627691;
111;0.11;0.63257;3.16285;1.63257;-0.36743;-0.63257;
112;0.111;0.637424;3.18712;1.63742;-0.362576;-0.637424;
113;0.112;0.642253;3.21126;1.64225;-0.357747;-0.642253;
114;0.113;0.647056;3.23528;1.64706;-0.352944;-0.647056;
115;0.114;0.651834;3.25917;1.65183;-0.348166;-0.651834;
116;0.115;0.656586;3.28293;1.65659;-0.343414;-0.656586;
117;0.116;0.661312;3.30656;1.66131;-0.338688;-0.661312;
118;0.117;0.666012;3.33006;1.66601;-0.333988;-0.666012;
119;0.118;0.670686;3.35343;1.67069;-0.329314;-0.670686;
120;0.119;0.675333;3.37666;1.67533;-0.324667;-0.675333;
121;0.12;0.679953;3.39977;1.67995;-0.320047;-0.679953;
122;0.121;0.684547;3.42274;1.68455;-0.315453;-0.684547;
123;0.122;0.689114;3.44557;1.68911;-0.310886;-0.689114;
124;0.123;0.693653;3.46827;1.69365;-0.306347;-0.693653;
125;0.124;0.698165;3.49083;1.69817;-0.301835;-0.698165;
126;0.125;0.70265;3.51325;1.70265;-0.29735;-0.70265;
127;0.126;0.707107;3.53553;1.70711;-0.292893;-0.707107;
128;0.127;0.711536;3.55768;1.71154;-0.288464;-0.711536;
129;0.128;0.715936;3.57968;1.71594;-0.284064;-0.715936;
130;0.129;0.720309;3.60155;1.72031;-0.279691;-0.720309;
131;0.13;0.724653;3.62327;1.72465;-0.275347;-0.724653;
132;0.131;0.728969;3.64484;1.72897;-0.271031;-0.728969;
133;0.132;0.733255;3.66628;1.73326;-0.266745;-0.733255;
134;0.133;0.737513;3.68757;1.73751;-0.262487;-0.737513;
135;0.134;0.741742;3.70871;1.74174;-0.258258;-0.741742;
136;0.135;0.745941;3.72971;1.74594;-0.254059;-0.745941;
137;0.136;0.750111;3.75056;1.75011;-0.249889;-0.750111;
138;0.137;0.754251;3.77126;1.75425;-0.245749;-0.754251;
139;0.138;0.758362;3.79181;1.75836;-0.241638;-0.758362;
140;0.139;0.762443;3.81221;1.76244;-0.237557;-0.762443;
141;0.14;0.766493;3.83247;1.76649;-0.233507;-0.766493;
142;0.141;0.770513;3.85257;1.77051;-0.229487;-0.770513;
143;0.142;0.774503;3.87252;1.7745;-0.225497;-0.774503;
144;0.143;0.778462;3.89231;1.77846;-0.221538;-0.778462;
145;0.144;0.782391;3.91195;1.78239;-0.217609;-0.782391;
146;0.145;0.786288;3.93144;1.78629;-0.213712;-0.786288;
147;0.146;0.790155;3.95078;1.79016;-0.209845;-0.790155;
148;0.147;0.79399;3.96995;1.79399;-0.20601;-0.79399;
149;0.148;0.797794;3.98897;1.79779;-0.202206;-0.797794;
150;0.149;0.801567;4.00783;1.80157;-0.198433;-0.801567;
151;0.15;0.805308;4.02654;1.80531;-0.194692;-0.805308;
152;0.151;0.809017;4.04508;1.80902;-0.190983;-0.809017;
153;0.152;0.812694;4.06347;1.81269;-0.187306;-0.812694;
154;0.153;0.816339;4.0817;1.81634;-0.183661;-0.816339;
155;0.154;0.819952;4.09976;1.81995;-0.180048;-0.819952;
156;0.155;0.823533;4.11766;1.82353;-0.176467;-0.823533;
157;0.156;0.827081;4.1354;1.82708;-0.172919;-0.827081;
158;0.157;0.830596;4.15298;1.8306;-0.169404;-0.830596;
159;0.158;0.834078;4.17039;1.83408;-0.165922;-0.834078;
160;0.159;0.837528;4.18764;1.83753;-0.162472;-0.837528;
161;0.16;0.840945;4.20472;1.84094;-0.159055;-0.840945;
162;0.161;0.844328;4.22164;1.84433;-0.155672;-0.844328;
163;0.162;0.847678;4.23839;1.84768;-0.152322;-0.847678;
164;0.163;0.850994;4.25497;1.85099;-0.149006;-0.850994;
165;0.164;0.854277;4.27139;1.85428;-0.145723;-0.854277;
166;0.165;0.857527;4.28763;1.85753;-0.142473;-0.857527;
167;0.166;0.860742;4.30371;1.86074;-0.139258;-0.860742;
168;0.167;0.863923;4.31962;1.86392;-0.136077;-0.863923;
169;0.168;0.867071;4.33535;1.86707;-0.132929;-0.867071;
170;0.169;0.870184;4.35092;1.87018;-0.129816;-0.870184;
171;0.17;0.873262;4.36631;1.87326;-0.126738;-0.873262;
172;0.171;0.876307;4.38153;1.87631;-0.123693;-0.876307;
173;0.172;0.879316;4.39658;1.87932;-0.120684;-0.879316;
174;0.173;0.882291;4.41146;1.88229;-0.117709;-0.882291;
175;0.174;0.885231;4.42616;1.88523;-0.114769;-0.885231;
176;0.175;0.888136;4.44068;1.88814;-0.111864;-0.888136;
177;0.176;0.891007;4.45503;1.89101;-0.108993;-0.891007;
178;0.177;0.893841;4.46921;1.89384;-0.106159;-0.893841;
179;0.178;0.896641;4.48321;1.89664;-0.103359;-0.896641;
180;0.179;0.899405;4.49703;1.89941;-0.100595;-0.899405;
181;0.18;0.902134;4.51067;1.90213;-0.097866;-0.902134;
182;0.181;0.904827;4.52414;1.90483;-0.0951729;-0.904827;
183;0.182;0.907484;4.53742;1.90748;-0.0925156;-0.907484;
184;0.183;0.910106;4.55053;1.91011;-0.089894;-0.910106;
185;0.184;0.912692;4.56346;1.91269;-0.0873084;-0.912692;
186;0.185;0.915241;4.57621;1.91524;-0.0847588;-0.915241;
187;0.186;0.917755;4.58877;1.91775;-0.0822454;-0.917755;
188;0.187;0.920232;4.60116;1.92023;-0.0797682;-0.920232;
189;0.188;0.922673;4.61336;1.92267;-0.0773273;-0.922673;
190;0.189;0.925077;4.62539;1.92508;-0.0749228;-0.925077;
191;0.19;0.927445;4.63723;1.92745;-0.0725548;-0.927445;
192;0.191;0.929776;4.64888;1.92978;-0.0702235;-0.929776;
193;0.192;0.932071;4.66036;1.93207;-0.0679289;-0.932071;
194;0.193;0.934329;4.67164;1.93433;-0.0656711;-0.934329;
195;0.194;0.93655;4.68275;1.93655;-0.0634501;-0.93655;
196;0.195;0.938734;4.69367;1.93873;-0.0612661;-0.938734;
197;0.196;0.940881;4.7044;1.94088;-0.0591192;-0.940881;
198;0.197;0.942991;4.71495;1.94299;-0.0570095;-0.942991;
199;0.198;0.945063;4.72532;1.94506;-0.0549369;-0.945063;
200;0.199;0.947098;4.73549;1.9471;-0.0529017;-0.947098;
201;0.2;0.949096;4.74548;1.9491;-0.0509039;-0.949096;
202;0.201;0.951057;4.75528;1.95106;-0.0489435;-0.951057;
203;0.202;0.952979;4.7649;1.95298;-0.0470207;-0.952979;
204;0.203;0.954865;4.77432;1.95486;-0.0451355;-0.954865;
205;0.204;0.956712;4.78356;1.95671;-0.0432879;-0.956712;
206;0.205;0.958522;4.79261;1.95852;-0.0414782;-0.958522;
207;0.206;0.960294;4.80147;1.96029;-0.0397063;-0.960294;
208;0.207;0.962028;4.81014;1.96203;-0.0379723;-0.962028;
209;0.208;0.963724;4.81862;1.96372;-0.0362763;-0.963724;
210;0.209;0.965382;4.82691;1.96538;-0.0346184;-0.965382;
211;0.21;0.967001;4.83501;1.967;-0.0329985;-0.967001;
212;0.211;0.968583;4.84292;1.96858;-0.0314168;-0.968583;
213;0.212;0.970127;4.85063;1.97013;-0.0298734;-0.970127;
214;0.213;0.971632;4.85816;1.97163;-0.0283683;-0.971632;
215;0.214;0.973099;4.86549;1.9731;-0.0269015;-0.973099;
216;0.215;0.974527;4.87263;1.97453;-0.0254731;-0.974527;
217;0.216;0.975917;4.87958;1.97592;-0.0240832;-0.975917;
218;0.217;0.977268;4.88634;1.97727;-0.0227319;-0.977268;
219;0.218;0.978581;4.8929;1.97858;-0.0214191;-0.978581;
220;0.219;0.979855;4.89928;1.97986;-0.0201449;-0.979855;
221;0.22;0.981091;4.90545;1.98109;-0.0189095;-0.981091;
222;0.221;0.982287;4.91144;1.98229;-0.0177127;-0.982287;
223;0.222;0.983445;4.91723;1.98345;-0.0165548;-0.983445;
224;0.223;0.984564;4.92282;1.98456;-0.0154357;-0.984564;
225;0.224;0.985645;4.92822;1.98564;-0.0143554;-0.985645;
226;0.225;0.986686;4.93343;1.98669;-0.0133141;-0.986686;
227;0.226;0.987688;4.93844;1.98769;-0.0123117;-0.987688;
228;0.227;0.988652;4.94326;1.98865;-0.0113483;-0.988652;
229;0.228;0.989576;4.94788;1.98958;-0.0104239;-0.989576;
230;0.229;0.990461;4.95231;1.99046;-0.00953857;-0.990461;
231;0.23;0.991308;4.95654;1.99131;-0.00869237;-0.991308;
232;0.231;0.992115;4.96057;1.99211;-0.0078853;-0.992115;
233;0.232;0.992883;4.96441;1.99288;-0.0071174;-0.992883;
234;0.233;0.993611;4.96806;1.99361;-0.00638869;-0.993611;
235;0.234;0.994301;4.9715;1.9943;-0.00569921;-0.994301;
236;0.235;0.994951;4.97476;1.99495;-0.00504898;-0.994951;
237;0.236;0.995562;4.97781;1.99556;-0.00443804;-0.995562;
238;0.237;0.996134;4.98067;1.99613;-0.00386639;-0.996134;
239;0.238;0.996666;4.98333;1.99667;-0.00333407;-0.996666;
240;0.239;0.997159;4.98579;1.99716;-0.0028411;-0.997159;
241;0.24;0.997613;4.98806;1.99761;-0.00238749;-0.997613;
242;0.241;0.998027;4.99013;1.99803;-0.00197327;-0.998027;
243;0.242;0.998402;4.99201;1.9984;-0.00159845;-0.998402;
244;0.243;0.998737;4.99368;1.99874;-0.00126304;-0.998737;
245;0.244;0.999033;4.99516;1.99903;-0.000967065;-0.999033;
246;0.245;0.999289;4.99645;1.99929;-0.000710527;-0.999289;
247;0.246;0.999507;4.99753;1.99951;-0.00049344;-0.999507;
248;0.247;0.999684;4.99842;1.99968;-0.000315811;-0.999684;
249;0.248;0.999822;4.99911;1.99982;-0.000177648;-0.999822;
250;0.249;0.999921;4.99961;1.99992;-7.89558e-05;-0.999921;
251;0.25;0.99998;4.9999;1.99998;-1.97391e-05;-0.99998;
252;0.251;1;5;2;0;-1;
253;0.252;0.99998;4.9999;1.99998;-1.97391e-05;-0.99998;
254;0.253;0.999921;4.99961;1.99992;-7.89558e-05;-0.999921;
255;0.254;0.999822;4.99911;1.99982;-0.000177648;-0.999822;
256;0.255;0.999684;4.99842;1.99968;-0.000315811;-0.999684;
257;0.256;0.999507;4.99753;1.99951;-0.00049344;-0.999507;
258;0.257;0.999289;4.99645;1.99929;-0.000710527;-0.999289;
259;0.258;0.999033;4.99516;1.99903;-0.000967065;-0.999033;
260;0.259;0.998737;4.99368;1.99874;-0.00126304;-0.998737;
261;0.26;0.998402;4.99201;1.9984;-0.00159845;-0.998402;
262;0.261;0.998027;4.99013;1.99803;-0.00197327;-0.998027;
263;0.262;0.997613;4.98806;1.99761;-0.00238749;-0.997613;
264;0.263;0.997159;4.98579;1.99716;-0.0028411;-0.997159;
265;0.264;0.996666;4.98333;1.99667;-0.00333407;-0.996666;
266;0.265;0.996134;4.98067;1.99613;-0.00386639;-0.996134;
267;0.266;0.995562;4.97781;1.99556;-0.00443804;-0.995562;
268;0.267;0.994951;4.97476;1.99495;-0.00504898;-0.994951;
269;0.268;0.994301;4.9715;1.9943;-0.00569921;-0.994301;
270;0.269;0.993611;4.96806;1.99361;-0.00638869;-0.993611;
271;0.27;0.992883;4.96441;1.99288;-0.0071174;-0.992883;
272;0.271;0.992115;4.96057;1.99211;-0.0078853;-0.992115;
273;0.272;0.991308;4.95654;1.99131;-0.00869237;-0.991308;
274;0.273;0.990461;4.95231;1.99046;-0.00953857;-0.990461;
275;0.274;0.989576;4.94788;1.98958;-0.0104239;-0.989576;
276;0.275;0.988652;4.94326;1.98865;-0.0113483;-0.988652;
277;0.276;0.987688;4.93844;1.98769;-0.0123117;-0.987688;
278;0.277;0.986686;4.93343;1.98669;-0.0133141;-0.986686;
279;0.278;0.985645;4.92822;1.98564;-0.0143554;-0.985645;
280;0.279;0.984564;4.92282;1.98456;-0.0154357;-0.984564;
281;0.28;0.983445;4.91723;1.98345;-0.0165548;-0.983445;
282;0.281;0.982287;4.91144;1.98229;-0.0177127;-0.982287;
283;0.282;0.981091;4.90545;1.98109;-0.0189095;-0.981091;
284;0.283;0.979855;4.89928;1.97986;-0.0201449;-0.979855;
285;0.284;0.978581;4.8929;1.97858;-0.0214191;-0.978581;
286;0.285;0.977268;4.88634;1.97727;-0.0227319;-0.977268;
287;0.286;0.975917;4.87958;1.97592;-0.0240832;-0.975917;
288;0.287;0.974527;4.87263;1.97453;-0.0254731;-0.974527;
289;0.288;0.973099;4.86549;1.9731;-0.0269015;-0.973099;
290;0.289;0.971632;4.85816;1.97163;-0.0283683;-0.971632;
291;0.29;0.970127;4.85063;1.97013;-0.0298734;-0.970127;
292;0.291;0.968583;4.84292;1.96858;-0.0314168;-0.968583;
293;0.292;0.967001;4.83501;1.967;-0.0329985;-0.967001;
294;0.293;0.965382;4.82691;1.96538;-0.0346184;-0.965382;
295;0.294;0.963724;4.81862;1.96372;-0.0362763;-0.963724;
296;0.295;0.962028;4.81014;1.96203;-0.0379723;-0.962028;
297;0.296;0.960294;4.80147;1.96029;-0.0397063;-0.960294;
298;0.297;0.958522;4.79261;1.95852;-0.0414782;-0.958522;
299;0.298;0.956712;4.78356;1.95671;-0.0432879;-0.956712;
300;0.299;0.954865;4.77432;1.95486;-0.0451355;-0.954865;
301;0.3;0.952979;4.7649;1.95298;-0.0470207;-0.952979;
302;0.301;0.951057;4.75528;1.95106;-0.0489435;-0.951057;
303;0.302;0.949096;4.74548;1.9491;-0.0509039;-0.949096;
304;0.303;0.947098;4.73549;1.9471;-0.0529017;-0.947098;
305;0.304;0.945063;4.72532;1.94506;-0.0549369;-0.945063;
306;0.305;0.942991;4.71495;1.94299;-0.0570095;-0.942991;
307;0.306;0.940881;4.7044;1.94088;-0.0591192;-0.940881;
308;0.307;0.938734;4.69367;1.93873;-0.0612661;-0.938734;
309;0.308;0.93655;4.68275;1.93655;-0.0634501;-0.93655;
310;0.309;0.934329;4.67164;1.93433;-0.0656711;-0.934329;
311;0.31;0.932071;4.66036;1.93207;-0.0679289;-0.932071;
312;0.311;0.929776;4.64888;1.92978;-0.0702235;-0.929776;
313;0.312;0.927445;4.63723;1.92745;-0.0725548;-0.927445;
314;0.313;0.925077;4.62539;1.92508;-0.0749228;-0.925077;
315;0.314;0.922673;4.61336;1.92267;-0.0773273;-0.922673;
316;0.315;0.920232;4.60116;1.92023;-0.0797682;-0.920232;
317;0.316;0.917755;4.58877;1.91775;-0.0822454;-0.917755;
318;0.317;0.915241;4.57621;1.91524;-0.0847588;-0.915241;
319;0.318;0.912692;4.56346;1.91269;-0.0873084;-0.912692;
320;0.319;0.910106;4.55053;1.91011;-0.089894;-0.910106;
321;0.32;0.907484;4.53742;1.90748;-0.0925156;-0.907484;
322;0.321;0.904827;4.52414;1.90483;-0.0951729;-0.904827;
323;0.322;0.902134;4.51067;1.90213;-0.097866;-0.902134;
324;0.323;0.899405;4.49703;1.89941;-0.100595;-0.899405;
325;0.324;0.896641;4.48321;1.89664;-0.103359;-0.896641;
326;0.325;0.893841;4.46921;1.89384;-0.106159;-0.893841;
327;0.326;0.891007;4.45503;1.89101;-0.108993;-0.891007;
328;0.327;0.888136;4.44068;1.88814;-0.111864;-0.888136;
329;0.328;0.885231;4.42616;1.88523;-0.114769;-0.885231;
330;0.329;0.882291;4.41146;1.88229;-0.117709;-0.882291;
331;0.33;0.879316;4.39658;1.87932;-0.120684;-0.879316;
332;0.331;0.876307;4.38153;1.87631;-0.123693;-0.876307;
333;0.332;0.873262;4.36631;1.87326;-0.126738;-0.873262;
334;0.333;0.870184;4.35092;1.87018;-0.129816;-0.870184;
335;0.334;0.867071;4.33535;1.86707;-0.132929;-0.867071;
336;0.335;0.863923;4.31962;1.86392;-0.136077;-0.863923;
337;0.336;0.860742;4.30371;1.86074;-0.139258;-0.860742;
338;0.337;0.857527;4.28763;1.85753;-0.142473;-0.857527;
339;0.338;0.854277;4.27139;1.85428;-0.145723;-0.854277;
340;0.339;0.850994;4.25497;1.85099;-0.149006;-0.850994;
341;0.34;0.847678;4.23839;1.84768;-0.152322;-0.847678;
342;0.341;0.844328;4.22164;1.84433;-0.155672;-0.844328;
343;0.342;0.840945;4.20472;1.84094;-0.159055;-0.840945;
344;0.343;0.837528;4.18764;1.83753;-0.162472;-0.837528;
345;0.344;0.834078;4.17039;1.83408;-0.165922;-0.834078;
346;0.345;0.830596;4.15298;1.8306;-0.169404;-0.830596;
347;0.346;0.827081;4.1354;1.82708;-0.172919;-0.827081;
348;0.347;0.823533;4.11766;1.82353;-0.176467;-0.823533;
349;0.348;0.819952;4.09976;1.81995;-0.180048;-0.819952;
350;0.349;0.816339;4.0817;1.81634;-0.183661;-0.816339;
351;0.35;0.812694;4.06347;1.81269;-0.187306;-0.812694;
352;0.351;0.809017;4.04508;1.80902;-0.190983;-0.809017;
353;0.352;0.805308;4.02654;1.80531;-0.194692;-0.805308;
354;0.353;0.801567;4.00783;1.80157;-0.198433;-0.801567;
355;0.354;0.797794;3.98897;1.79779;-0.202206;-0.797794;
356;0.355;0.79399;3.96995;1.79399;-0.20601;-0.79399;
357;0.356;0.790155;3.95078;1.79016;-0.209845;-0.790155;
358;0.357;0.786288;3.93144;1.78629;-0.213712;-0.786288;
359;0.358;0.782391;3.91195;1.78239;-0.217609;-0.782391;
360;0.359;0.778462;3.89231;1.77846;-0.221538;-0.778462;
361;0.36;0.774503;3.87252;1.7745;-0.225497;-0.774503;
362;0.361;0.770513;3.85257;1.77051;-0.229487;-0.770513;
363;0.362;0.766493;3.83247;1.76649;-0.233507;-0.766493;
364;0.363;0.762443;3.81221;1.76244;-0.237557;-0.762443;
365;0.364;0.758362;3.79181;1.75836;-0.241638;-0.758362;
366;0.365;0.754251;3.77126;1.75425;-0.245749;-0.754251;
367;0.366;0.750111;3.75056;1.75011;-0.249889;-0.750111;
368;0.367;0.745941;3.72971;1.74594;-0.254059;-0.745941;
369;0.368;0.741742;3.70871;1.74174;-0.258258;-0.741742;
370;0.369;0.737513;3.68757;1.73751;-0.262487;-0.737513;
371;0.37;0.733255;3.66628;1.73326;-0.266745;-0.733255;
372;0.371;0.728969;3.64484;1.72897;-0.271031;-0.728969;
373;0.372;0.724653;3.62327;1.72465;-0.275347;-0.724653;
374;0.373;0.720309;3.60155;1.72031;-0.279691;-0.720309;
375;0.374;0.715936;3.57968;1.71594;-0.284064;-0.715936;
376;0.375;0.711536;3.55768;1.71154;-0.288464;-0.711536;
377;0.376;0.707107;3.53553;1.70711;-0.292893;-0.707107;
378;0.377;0.70265;3.51325;1.70265;-0.29735;-0.70265;
379;0.378;0.698165;3.49083;1.69817;-0.301835;-0.698165;
380;0.379;0.693653;3.46827;1.69365;-0.306347;-0.693653;
381;0.38;0.689114;3.44557;1.68911;-0.310886;-0.689114;
382;0.381;0.684547;3.42274;1.68455;-0.315453;-0.684547;
383;0.382;0.679953;3.39977;1.67995;-0.320047;-0.679953;
384;0.383;0.675333;3.37666;1.67533;-0.324667;-0.675333;
385;0.384;0.670686;3.35343;1.67069;-0.329314;-0.670686;
386;0.385;0.666012;3.33006;1.66601;-0.333988;-0.666012;
387;0.386;0.661312;3.30656;1.66131;-0.338688;-0.661312;
388;0.387;0.656586;3.28293;1.65659;-0.343414;-0.656586;
389;0.388;0.651834;3.25917;1.65183;-0.348166;-0.651834;
390;0.389;0.647056;3.23528;1.64706;-0.352944;-0.647056;
391;0.39;0.642253;3.21126;1.64225;-0.357747;-0.642253;
392;0.391;0.637424;3.18712;1.63742;-0.362576;-0.637424;
393;0.392;0.63257;3.16285;1.63257;-0.36743;-0.63257;
394;0.393;0.627691;3.13846;1.62769;-0.372309;-0.627691;
395;0.394;0.622788;3.11394;1.62279;-0.377212;-0.622788;
396;0.395;0.61786;3.0893;1.61786;-0.38214;-0.61786;
397;0.396;0.612907;3.06454;1.61291;-0.387093;-0.612907;
398;0.397;0.60793;3.03965;1.60793;-0.39207;-0.60793;
399;0.398;0.60293;3.01465;1.60293;-0.39707;-0.60293;
400;0.399;0.597905;2.98952;1.5979;-0.402095;-0.597905;
401;0.4;0.592857;2.96428;1.59286;-0.407143;-0.592857;
402;0.401;0.587785;2.93893;1.58779;-0.412215;-0.587785;
403;0.402;0.58269;2.91345;1.58269;-0.41731;-0.58269;
404;0.403;0.577573;2.88786;1.57757;-0.422427;-0.577573;
